CODE_COMITE;CODE_CAMPAGNE;CODE_OFFRE;OFF_LIBELLE
044;24BFP800;D0Y15;D0Y15 BF Divers PA
044;24BFP800;E0B33;E0B33 BF PA INTERNET IRAISER PART
044;24BFP800;E1B33;E1B33 BF PA INTERNET IRAISER ENTREPRISE
044;24BFP800;E2B33;E2B33 BF PA INTERNET IRAISER ASSOCIATION
044;24BFP800;E0D34;E0D34 BF Mission SP CD44 Collecte Impact 2024
044;23BFP800;D0O24;D0O24 BF S1 - PA Nouveaux
044;23BFP800;D0O25;D0O25 BF S2 - PA Inactifs 36-48 mois
044;23BFP800;D0O26;D0O26 BF S3 - PA Genereux
044;23BFP800;D0O27;D0O27 BF S4 - PA Frequents moyens
044;23BFP800;D0O28;D0O28 BF S5 - PA Occasionnels moyens
044;23BFP800;D0O29;D0O29 BF S6 - PA Annuels moyens
044;23BFP800;D0O30;D0O30 BF S7 - PA Occasionnels petits
044;23BFP800;D0O31;D0O31 BF S8 - PA Annuels petits
044;23BFP800;D0O32;D0O32 BF S10 - PA Inactifs 48-60 mois (scores)
044;23BFP800;D0O33;D0O33 BF PA Digital Scoring FID Septembre
044;23BFP800;D0O34;D0O34 BF PA Facebook Scoring FID Septembre
044;23BFP800;D0O35;D0O35 BF Divers PA
044;23BFP800;D0Q93;D0Q93 BF L02 - MYLIST
044;23BFP800;D0Q94;D0Q94 BF L02 - FOIES GRAS CHAMPION
044;23BFP800;D0Q95;D0Q95 BF L02 - SANTINNOV
044;23BFP800;D0Q96;D0Q96 BF L02 - CHASSE MAREE
044;23BFP800;D0Q97;D0Q97 BF L02 - GROUPE MARIE CLAIRE
044;23BFP800;D0Q98;D0Q98 BF L02 - TELE STAR
044;23BFP800;D0Q99;D0Q99 BF L02 - L-HOMME MODERNE
044;23BFP800;D0R01;D0R01 BF L02 - MAGNIFICAT
044;23BFP800;D0R02;D0R02 BF L02 - PLEINE VIE
044;23BFP800;D0R03;D0R03 BF L02 - YVES ROCHER VPC
044;23BFP800;D0R04;D0R04 BF L02 - YVES ROCHER MAGASINS
044;23BFP800;D0R05;D0R05 BF L02 - PRISMA POLE FEMININ
044;23BFP800;D0R06;D0R06 BF L02 - CONEX + PRESSE
044;23BFP800;D0R07;D0R07 BF L02 - PRISMA POLE TELE
044;23BFP800;D0R08;D0R08 BF L02 - WITT INTERNATIONAL
044;23BFP800;D0R09;D0R09 BF L02 - DAXON MOVITEX
044;23BFP800;D0R10;D0R10 BF L02 - CAPITAL
044;23BFP800;D0R11;D0R11 BF L02 - LE CHASSEUR FRANCAIS
044;23BFP800;D0R12;D0R12 BF L02 - L-AMI DES JARDINS ET DE LA MAISON
044;23BFP800;D0R13;D0R13 BF L02 - RUSTICA
044;23BFP800;D0R14;D0R14 BF L02 - PARIS MATCH
044;23BFP800;D0R15;D0R15 BF L02 - ISIDORE PENVEN
044;23BFP800;D0R16;D0R16 BF L02 - WILLEMSE
044;23BFP800;D0R17;D0R17 BF L02 - FEMME ACTUELLE
044;23BFP800;D0R18;D0R18 BF L02 - MISSEGLE
044;23BFP800;D0R19;D0R19 BF L03 - INACTIFS 5-6 ANS
044;23BFP800;D0R20;D0R20 BF L03 - INACTIFS 5-6 ANS - CD92
044;23BFP800;D0R21;D0R21 BF L03 - TELERAMA
044;23BFP800;D0R22;D0R22 BF L03 - GOLF SENSATION
044;23BFP800;D0R23;D0R23 BF L03 - ABC DIET
044;23BFP800;D0R24;D0R24 BF L03 - CHALLENGE
044;23BFP800;D0R25;D0R25 BF L03 - LE CYCLE
044;23BFP800;D0R26;D0R26 BF L03 - NARBONNE ACCESSOIRES
044;23BFP800;D0R27;D0R27 BF L03 - COURRIER INTERNATIONAL
044;23BFP800;D0R28;D0R28 BF L03 - SANTE NATURELLE
044;23BFP800;D0R29;D0R29 BF L03 - CHAMPAGNE BOIZEL
044;23BFP800;D0R30;D0R30 BF L03 - LA VIE
044;23BFP800;D0R31;D0R31 BF L03 - PSYCHOLOGIES MAGAZINE
044;23BFP800;D0R32;D0R32 BF L03 - MODE ET TRAVAUX
044;23BFP800;D0R33;D0R33 BF L03 - ACCORDEO SENIORS STABLES-SANTE
044;23BFP800;D0R34;D0R34 BF L03 - VIEILLEES DES CHAUMIERES
044;23BFP800;D0R35;D0R35 BF L03 - SENIORS MULTI DONATEURS
044;23BFP800;D0R36;D0R36 BF L03 - ID HOMMES
044;23BFP800;D0R37;D0R37 BF L03 - ARSEP
044;23BFP800;D0R38;D0R38 BF L03 - ACGA PCAC
044;23BFP800;D0R39;D0R39 BF L03 - PREVENTION ROUTIERE (APR)
044;23BFP800;D0R40;D0R40 BF L03 - CONTRIBUABLES ASSOCIES
044;23BFP800;D0R41;D0R41 BF L03 - ACTION CONTRE LA FAIM - ACF
044;23BFP800;D0R42;D0R42 BF L03 - ACGA EST  WOIPPY
044;23BFP800;D0R43;D0R43 BF L03 - ORPHEOPOLIS
044;23BFP800;D0R44;D0R44 BF L03 - ACGA NORD 
044;23BFP800;D0R45;D0R45 BF L03 - ACGA OUEST ANGERS
044;23BFP800;D0R46;D0R46 BF L03 - FEDE FRANCAISE DE CARDIO
044;23BFP800;D0R47;D0R47 BF L03 - SOCIETE D EDITION ARTISTES
044;23BFP800;D0R48;D0R48 BF L03 - FONDATION APPRENTIS D-AUTEUIL
044;23BFP800;D0R49;D0R49 BF L03 - ASS. DES PARALYSES DE FRANCE
044;23BFP800;D0R50;D0R50 BF L03 - GENEREUX UNADEV
044;23BFP800;D0R51;D0R51 BF L03 - FONDATION JEROME LEJEUNE
044;23BFP800;D0R52;D0R52 BF L03 - FONDATION VAINCRE ALZHEIMER
044;23BFP800;D0R53;D0R53 BF L03 - FEDE DES AVEUGLES DE FR
044;23BFP800;D0R54;D0R54 BF L03 - ORDRE DE MALTE
044;23BFP800;D0R55;D0R55 BF L03 - INSTITUT CERVEAU MOELLE EPI
044;23BFP800;D0R56;D0R56 BF L03 - VAINCRE LA MUCOVISCIDOSE VLM
044;23BFP800;D0R57;D0R57 BF L03 - UNICEF FRANCE
044;23BFP800;D0R58;D0R58 BF L03 - VITALYS ALPES
044;23BFP800;D0R59;D0R59 BF L03 - SANTE NATURE VITAL
044;23BFP800;D0R60;D0R60 BF L03 - LA POINTE DE PENMARC-H
044;23BFP800;D0R61;D0R61 BF L03 - FAMILLE MARY
044;23BFP800;D0R62;D0R62 BF L03 - PELERIN MAGAZINE
044;23BFP800;D0R63;D0R63 BF L03 - PAUL ET MARIE DECAYZAC
044;23BFP800;D0R64;D0R64 BF L03 - LABORATOIRE DOCTEUR PIERRE RICAUD
044;23BFP800;D0R65;D0R65 BF L03 - LINVOSGES
044;23BFP800;D0R66;D0R66 BF L03 - CONEX + VAD
044;23BFP800;D0R67;D0R67 BF L03 - DAMART
044;23BFP800;D0R68;D0R68 BF L03 - SEDAGYL
044;23BFP800;D0R69;D0R69 BF L03 - FEDE FRANCAISE DE LA RANDO
044;23BFP800;D0R70;D0R70 BF L03 - FRANCOISE SAGET
044;23BFP800;D0R71;D0R71 BF L03 - NOTRE TEMPS
044;23BFP800;D0R72;D0R72 BF L03 - DOMAINE APICOLE DE CHEZELLES
044;23BFP800;D0R73;D0R73 BF L03 - TEMPS L
044;23BFP800;D0R74;D0R74 BF L03 - TRADITIONS DU PERIGORD
044;23BFP800;D0R75;D0R75 BF L03 - TELE 7 JEUX
044;23BFP800;D0R76;D0R76 BF L03 - TELE 7 JOURS
044;23BFP800;D0R77;D0R77 BF L03 - NATURAVIGNON
044;23BFP800;D0R78;D0R78 BF L03 - AFIBEL
044;23BFP800;D0R79;D0R79 BF L03 - BLANCHE PORTE
044;23BFP800;D0R80;D0R80 BF L03 - TANDEM
044;23BFP800;D0R81;D0R81 BF L03 - PROFILIA CARITATIF
044;23BFP800;D0R82;D0R82 BF L03 - ATLAS FOR MEN
044;23BFP800;D0R83;D0R83 BF L03 - LE PARTICULIER
044;23BFP800;D0R84;D0R84 BF L03 - LE POINT
044;23BFP800;D0R85;D0R85 BF L03 - TOP SANTE
044;23BFP800;D0R86;D0R86 BF L03 - L-OBS
044;23BFP800;D0R87;D0R87 BF L03 - MYLIST
044;23BFP800;D0R88;D0R88 BF L03 - FOIES GRAS CHAMPION
044;23BFP800;D0R89;D0R89 BF L03 - SANTINNOV
044;23BFP800;D0R90;D0R90 BF L03 - CHASSE MAREE
044;23BFP800;D0R91;D0R91 BF L03 - GROUPE MARIE CLAIRE
044;23BFP800;D0R92;D0R92 BF L03 - TELE STAR
044;23BFP800;D0R93;D0R93 BF L03 - L-HOMME MODERNE
044;23BFP800;D0R94;D0R94 BF L03 - MAGNIFICAT
044;23BFP800;D0R95;D0R95 BF L03 - PLEINE VIE
044;23BFP800;D0R96;D0R96 BF L03 - YVES ROCHER VPC
044;23BFP800;D0R97;D0R97 BF L03 - YVES ROCHER MAGASINS
044;23BFP800;D0R98;D0R98 BF L03 - PRISMA POLE FEMININ
044;23BFP800;D0R99;D0R99 BF L03 - CONEX + PRESSE
044;23BFP800;D0S01;D0S01 BF L03 - PRISMA POLE TELE
044;23BFP800;D0P31;D0P31 BF L01 - INACTIFS 5-6 ANS
044;23BFP800;D0P32;D0P32 BF L01 - INACTIFS 5-6 ANS - CD92
044;23BFP800;D0P33;D0P33 BF L01 - TELERAMA
044;23BFP800;D0P34;D0P34 BF L01 - GOLF SENSATION
044;23BFP800;D0P35;D0P35 BF L01 - ABC DIET
044;23BFP800;D0P36;D0P36 BF L01 - CHALLENGE
044;23BFP800;D0P37;D0P37 BF L01 - LE CYCLE
044;23BFP800;D0P38;D0P38 BF L01 - NARBONNE ACCESSOIRES
044;23BFP800;D0P39;D0P39 BF L01 - COURRIER INTERNATIONAL
044;23BFP800;D0P40;D0P40 BF L01 - SANTE NATURELLE
044;23BFP800;D0P41;D0P41 BF L01 - CHAMPAGNE BOIZEL
044;23BFP800;D0P42;D0P42 BF L01 - LA VIE
044;23BFP800;D0P43;D0P43 BF L01 - PSYCHOLOGIES MAGAZINE
044;23BFP800;D0P44;D0P44 BF L01 - MODE ET TRAVAUX
044;23BFP800;D0P45;D0P45 BF L01 - ACCORDEO SENIORS STABLES-SANTE
044;23BFP800;D0P46;D0P46 BF L01 - VIEILLEES DES CHAUMIERES
044;23BFP800;D0P47;D0P47 BF L01 - SENIORS MULTI DONATEURS
044;23BFP800;D0P48;D0P48 BF L01 - ID HOMMES
044;23BFP800;D0P49;D0P49 BF L01 - ARSEP
044;23BFP800;D0P50;D0P50 BF L01 - ACGA PCAC
044;23BFP800;D0P51;D0P51 BF L01 - PREVENTION ROUTIERE (APR)
044;23BFP800;D0P52;D0P52 BF L01 - CONTRIBUABLES ASSOCIES
044;23BFP800;D0S02;D0S02 BF L03 - WITT INTERNATIONAL
044;23BFP800;D0S03;D0S03 BF L03 - DAXON MOVITEX
044;23BFP800;D0S04;D0S04 BF L03 - CAPITAL
044;23BFP800;D0S05;D0S05 BF L03 - LE CHASSEUR FRANCAIS
044;23BFP800;D0S06;D0S06 BF L03 - L-AMI DES JARDINS ET DE LA MAISON
044;23BFP800;D0S07;D0S07 BF L03 - RUSTICA
044;23BFP800;D0S08;D0S08 BF L03 - PARIS MATCH
044;23BFP800;D0S09;D0S09 BF L03 - ISIDORE PENVEN
044;23BFP800;D0S10;D0S10 BF L03 - WILLEMSE
044;23BFP800;D0S11;D0S11 BF L03 - FEMME ACTUELLE
044;23BFP800;D0S12;D0S12 BF L03 - MISSEGLE
044;23BFP800;D0S13;D0S13 BF L04 - INACTIFS 5-6 ANS
044;23BFP800;D0S14;D0S14 BF L04 - FONDATION VAINCRE ALZHEIMER
044;23BFP800;D0S15;D0S15 BF L04 - AFIBEL
044;23BFP800;D0S16;D0S16 BF L04 - MAGNIFICAT
044;23BFP800;D0S17;D0S17 BF L04 - WITT INTERNATIONAL
044;23BFP800;D0S18;D0S18 BF L04 -  BLANCHE PORTE DOM TOM
044;23BFP800;D0S19;D0S19 BF L04 - TANDEM DOM TOM
044;23BFP800;D0S21;D0S21 BF L05 - INACTIFS 5-6 ANS
044;23BFP800;D0S22;D0S22 BF L05 - INACTIFS 5-6 ANS - CD92
044;23BFP800;D0S23;D0S23 BF L05 - TELERAMA
044;23BFP800;D0S24;D0S24 BF L05 - GOLF SENSATION
044;23BFP800;D0S25;D0S25 BF L05 - ABC DIET
044;23BFP800;D0S26;D0S26 BF L05 - CHALLENGE
044;23BFP800;D0S27;D0S27 BF L05 - LE CYCLE
044;23BFP800;D0S28;D0S28 BF L05 - NARBONNE ACCESSOIRES
044;23BFP800;D0S29;D0S29 BF L05 - COURRIER INTERNATIONAL
044;23BFP800;D0S30;D0S30 BF L05 - SANTE NATURELLE
044;23BFP800;D0S31;D0S31 BF L05 - CHAMPAGNE BOIZEL
044;23BFP800;D0S32;D0S32 BF L05 - LA VIE
044;23BFP800;D0S33;D0S33 BF L05 - PSYCHOLOGIES MAGAZINE
044;23BFP800;D0S34;D0S34 BF L05 - MODE ET TRAVAUX
044;23BFP800;D0S35;D0S35 BF L05 - ACCORDEO SENIORS STABLES-SANTE
044;23BFP800;D0S36;D0S36 BF L05 - VIEILLEES DES CHAUMIERES
044;23BFP800;D0S37;D0S37 BF L05 - SENIORS MULTI DONATEURS
044;23BFP800;D0S38;D0S38 BF L05 - ID HOMMES
044;23BFP800;D0S39;D0S39 BF L05 - ARSEP
044;23BFP800;D0S40;D0S40 BF L05 - ACGA PCAC
044;23BFP800;D0S41;D0S41 BF L05 - PREVENTION ROUTIERE (APR)
044;23BFP800;D0S42;D0S42 BF L05 - CONTRIBUABLES ASSOCIES
